"date","year","month","date_label","dummy","recession","cpi","cpi_yoy_percent_change","ngdp","ngdp_monthly","rgdp","rgdp_monthly","real_gdp_now","fci","fci_yoy_arith_change","fci_qoq_arith_change","nf_employees","resi_const_employees_nsa","employee_comp","unemployment_rate","initial_claims_nsa","initial_claims_sa","cont_claims_sa","nonfarm_openings_sa","nonfarm_openings_rate_sa","labor_prod","labor_prod_monthly","ahe","personal_income","real_pi","disp_pi","real_disp_pi","pce","pce_yoy_percent_change","real_pce","pers_int_income","pers_int_payments","hh_pmnts_percent_dpi","mtg_pmnts_percent_dpi","pers_current_taxes","pers_current_transfers","pers_saving","pers_saving_rate","umich_cons_sentiment","corp_profits","fed_profits","bus_sales_nsa","bus_inventories_nsa","bus_applications_nsa","gross_pdi","real_gross_pdi","ind_prod_nsa","ind_prod_sa","priv_nonres_fi","priv_res_fi","real_priv_res_fi","new_sf_sales_nsa","active_home_listings","existing_home_sales","total_housing_permits_nsa","total_housing_permits_sa","sf_unit_permits_nsa","total_housing_starts_nsa","sf_unit_starts_nsa","total_under_construct_nsa","sf_unit_under_const_nsa","total_completed_nsa","sf_unit_completed_nsa","not_started_homes_sold_nsa","under_const_homes_sold_nsa","completed_homes_sold_nsa","auto_sales_nsa","med_sales_price_exist","med_sales_price_new","new_homes_months_on_sales","m1","m2","z1_loans","z1_securities","bank_loans","bank_loans_mom_arith","bank_securities_sa","bank_assets_sa","bank_reserves","bank_credit_sa","deposits_sa","rrp_nsa","fed_assets_nsa","fed_assets_nsa_yoy","fed_remittances","fed_ust_holdings_nsa","fed_ust_holdings_nsa_yoy","fed_bill_holdings_nsa","fed_bill_holdings_nsa_yoy","fed_n_b_holdings_nsa","fed_n_b_holdings_nsa_yoy","fed_funds_rate","fed_funds_rate_yoy_change","three_month_yield","six_month_yield","one_year_yield","three_year_yield","two_year_yield","two_year_yield_1y_lagged","five_year_yield","ten_year_yield","ten_year_yield_yoy_change","thirty_year_yield","sahm_rule_indicator","m2_less_reserves","m2_less_reserves_less_securities","twos_tens_yc","three_month_tens_yc"
1981-03-01,1981,"March","Mar 81",975,0,88.6,10.6117353308365,NA,3149.75666666667,NA,3149.75666666667,NA,1.71374,-1.58801,-0.76761,91210,NA,1752.5,7.4,380000,407500,2899250,NA,NA,NA,NA,7.29,2531,6067.35,2196.1,5264.4,1902.9,11.3979627678258,NA,380.8,45.4,NA,NA,334.9,309.8,236.8,10.8,66.5,NA,NA,NA,NA,NA,NA,NA,51.6399,50.9922,NA,NA,NA,49,NA,NA,103.3,1183,61.2,107.8,70.5,870.2,488.9,105.6,64,11,18,19,1178.8,NA,66700,6.7,419,1636.6,NA,NA,925.5523,3.0012999999999,299.1033,1627.9887,39.7,1223.9025,1210.4555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,-2.49,NA,NA,13.71,13.51,13.57,-1.31,13.41,13.12,0.369999999999999,12.69,1.13,1596.9,1297.7967,-0.450000000000001,NA
1981-04-01,1981,"April","Apr 81",976,0,89.1,10.1359703337454,3162.532,3162.532,7403.745,3162.532,NA,1.79329,-2.11621,-1.39343,91283,NA,1763.7,7.2,378250,410250,2857000,NA,NA,50.021,50.021,7.33,2537.4,6056.169,2199.2,5249,1904.4,12.3407267579047,NA,388.5,46.2,10.424711,4.727176,338.1,308.3,237.6,10.8,72.4,200.097,NA,NA,NA,NA,609.843,951.246,50.5605,50.778,462.864,135.265,NA,44,NA,NA,113.3,1190,69.3,123,83.6,880.3,499.3,111.3,71.9,9,19,17,962.9,NA,68700,6.6,427.4,1659.2,2797627,2280803,932.7058,7.15350000000001,301.8872,1650.1561,40.3,1233.6055,1224.0612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.72,-1.89,NA,NA,14.32,14.09,14.15,1.65,13.99,13.68,2.21,13.2,0.83,1618.9,1317.0128,-0.470000000000001,NA
1981-05-01,1981,"May","May 81",977,0,89.7,9.79192166462668,NA,3195.22433333333,NA,3195.22433333333,NA,2.37759,-0.81538,-0.61594,91296,NA,1773.1,7.5,338800,416400,2904000,NA,NA,NA,NA,7.37,2556.4,6074.295,2213.2,5258.8,1913.8,12.5698488324216,NA,398.1,46.9,NA,NA,343.2,310.2,241.3,10.9,76.3,NA,NA,NA,NA,NA,NA,NA,50.8768,51.0667,NA,NA,NA,45,NA,NA,102.3,1173,61,109.9,73.8,890.1,504.6,97.7,67.4,8,18,19,933.1,NA,70800,6.8,424.7,1664.2,NA,NA,944.814,12.1082,303.21,1662.3843,40.5,1247.3147,1234.3066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.52,7.54,NA,NA,16.2,15.08,15.46,6.01,14.63,14.1,3.92,13.6,0.47,1623.7,1320.49,-1.36,NA
1981-06-01,1981,"June","Jun 81",978,0,90.5,9.69696969696969,NA,3227.91666666667,NA,3227.91666666667,NA,3.09901,1.21625,0.91251,91490,NA,1787.4,7.5,378500,433000,2903250,NA,NA,NA,NA,7.41,2580.7,6107.73,2234,5287.2,1934.5,12.5494531068187,NA,408.6,47.8,NA,NA,346.7,311.3,240.5,10.8,73.1,NA,NA,NA,NA,NA,NA,NA,52.0622,51.3355,NA,NA,NA,38,NA,NA,95.4,976,56.3,105.8,72.5,868.7,497.1,123.1,77.8,7,14,17,942.7,NA,68800,6.3,425.2,1670.3,NA,NA,952.2848,7.47080000000005,305.3904,1680.5057,40.4,1256.0896,1246.9458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,9.63,NA,NA,14.86,14.29,14.51,5.78,13.95,13.47,3.69,12.96,0.07,1629.9,1324.5096,-1.04,NA
1981-07-01,1981,"July","Jul 81",979,0,91.5,10.7748184019371,3260.609,3260.609,7492.405,3260.609,NA,3.48835,2.50161,1.77461,91601,NA,1800.7,7.2,464000,430750,2883000,NA,NA,50.49,50.49,7.45,2635.3,6199.452,2283,5370.5,1942.1,11.1613530994219,NA,426.5,48.9,10.316158,4.724414,352.3,328,280.3,12.3,74.1,205.12,NA,NA,NA,NA,652.297,1004.861,50.4564,51.6646,482.109,126.228,NA,36,NA,NA,85.9,935,52.6,99.9,69.5,854.5,490.7,111.6,72.4,6,15,15,896.9,NA,69500,6.3,426.9,1681.9,2873886,2365596,958.6031,6.31830000000002,304.6616,1682.6029,41,1262.6703,1247.7244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.04,10.01,NA,NA,15.72,15.15,15.35,6.32,14.79,14.28,4.03,13.59,0.07,1640.9,1336.2384,-1.07,NA
1981-08-01,1981,"August","Aug 81",980,1,92.2,10.8173076923077,NA,3267.34533333333,NA,3267.34533333333,NA,3.34413,2.54332,1.55084,91565,NA,1819.1,7.4,387000,450200,2948400,NA,NA,NA,NA,7.52,2661.8,6222.937,2303.9,5386.1,1966.6,11.4979022564917,NA,435.7,49.7,NA,NA,357.9,328.6,275.7,12,77.2,NA,NA,NA,NA,NA,NA,NA,51.5949,51.6049,NA,NA,NA,34,NA,NA,75.9,889,45.2,86.3,57,825.3,472,109.8,74.6,7,12,15,1009,NA,72600,5.9,426.9,1694.3,NA,NA,966.1029,7.49979999999994,304.685,1702.9841,41,1270.1545,1261.9482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.82,8.21,NA,NA,16.72,16,16.28,5.75,15.56,14.94,3.84,14.17,0.03,1653.3,1348.615,-1.34,NA
1981-09-01,1981,"September","Sep 81",981,1,93.1,10.9654350417163,NA,3274.08166666667,NA,3274.08166666667,NA,3.05487,1.951,0.67728,91477,NA,1825.4,7.6,377750,473250,3013000,NA,NA,NA,NA,7.56,2674,6213.748,2313.6,5376.3,1965.5,10.3903397921932,NA,443.2,50.6,NA,NA,360.4,328.9,285.6,12.3,73.1,NA,NA,NA,NA,NA,NA,NA,51.6196,51.3527,NA,NA,NA,28,NA,NA,82.5,847,41.8,84.1,58.3,797.1,455,110.2,73,6,10,13,864.8,NA,65800,5.8,427,1706,NA,NA,972.0761,5.97320000000002,305.3509,1715.4393,40.6,1277.052,1271.0341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.87,5,15.61,16.36,16.52,16.22,16.46,4.89,15.93,15.32,3.81,14.67,0.07,1665.4,1360.0491,-1.14,-0.289999999999999
1981-10-01,1981,"October","Oct 81",982,1,93.4,10.271546635183,3280.818,3280.818,7410.768,3280.818,NA,2.83093,1.2254,-0.26808,91380,NA,1834.8,7.9,445800,492800,3127000,NA,NA,49.954,49.954,7.59,2675.8,6190.074,2326.6,5382.3,1963.9,8.07880689009961,NA,443.7,51.2,10.392583,4.80891,349.2,328.4,299.3,12.9,70.3,201.675,NA,NA,NA,NA,643.395,969.475,51.4034,50.9581,503.755,114.834,NA,29,NA,NA,66.8,731,35.6,87.2,49.9,762.6,433.7,116.7,69,4,9,15,822,NA,69600,6.1,428.4,1721.8,2965257,2442697,976.7841,4.70799999999997,306.8822,1675.8504,40.7,1283.451,1228.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.08,2.27,14.23,15.06,15.38,15.5,15.54,3.45,15.41,15.15,3.4,14.68,0.3,1681.1,1374.2178,-0.389999999999999,0.92
1981-11-01,1981,"November","Nov 81",983,1,93.8,9.57943925233646,NA,3278.646,NA,3278.646,NA,2.53485,0.0535000000000001,-0.9535,91171,NA,1843.4,8.3,518500,511750,3337250,NA,NA,NA,NA,7.63,2693.3,6197.172,2340.2,5385,1970.6,7.87168819794175,NA,449.7,52,NA,NA,353.1,332,305.3,13,62.5,NA,NA,NA,NA,NA,NA,NA,50.316,50.3634,NA,NA,NA,27,NA,NA,54.9,748,29.2,64.6,40.1,729,413.2,92.6,58.4,3,10,13,743,NA,71200,6.1,431.3,1736.1,NA,NA,983.6278,6.84370000000001,306.7638,1698.9265,40.9,1289.1493,1241.1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31,-2.54,11.35,12.12,12.41,13.11,12.88,-0.629999999999999,13.38,13.39,0.710000000000001,13.35,0.6,1695.2,1388.4362,0.51,2.04
1981-12-01,1981,"December","Dec 81",984,1,94.1,8.91203703703702,NA,3276.474,NA,3276.474,NA,2.17741,-1.00931,-1.16672,90895,NA,1843.8,8.5,682250,551000,3525250,NA,NA,NA,NA,7.64,2699.9,6193.277,2344.2,5377.6,1988.8,7.40400712858453,NA,456,52.9,NA,NA,355.7,332.8,290.1,12.4,64.3,NA,NA,NA,NA,NA,NA,NA,49.5723,49.8181,NA,NA,NA,29,NA,NA,58.1,796,29.6,59.1,34.1,682.4,381.7,105.5,64.8,5,8,16,673.2,NA,68400,6.5,436.7,1755.5,NA,NA,978.5324,-5.09539999999993,307.0326,1699.257,41.9,1286.8333,1248.5376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37,-6.53,11.32,12.44,12.85,13.66,13.29,-0.790000000000001,13.6,13.72,0.880000000000001,13.45,0.9,1713.6,1406.5674,0.430000000000001,2.4
1982-01-01,1982,"January","Jan 82",985,1,94.4,8.25688073394495,3274.302,3274.302,7295.631,3274.302,NA,1.92681,-1.06672,-1.12806,90565,NA,1856.3,8.6,798600,535200,3533600,NA,NA,49.703,49.703,7.72,2709.9,6179.452,2361.2,5384.7,1997.1,6.79679144385026,NA,462.9,53.9,10.461082,4.89099,348.7,333.5,297.1,12.6,71,181.46,NA,NA,NA,NA,588.318,877.772,48.6863,48.7979,500.083,109.701,NA,28,NA,NA,47.6,794,25.4,47.2,29.3,656.4,367.8,72.5,43.2,7,8,12,714.4,NA,66200,7,442.7,1770.4,2993446,2514867,984.5318,5.99939999999992,305.6427,1703.6445,43.2,1289.1275,1255.2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.22,-5.86,12.92,13.9,14.32,14.64,14.57,1.31,14.65,14.59,2.02,14.22,1.13,1727.2,1421.5573,0.0199999999999996,1.67
1982-02-01,1982,"February","Feb 82",986,1,94.7,7.61363636363637,NA,3293.52533333333,NA,3293.52533333333,NA,1.97052,-0.21598,-0.86041,90563,NA,1867.5,8.9,565750,533750,3555500,NA,NA,NA,NA,7.72,2729.5,6205.602,2374.8,5399.5,2021.2,7.27099034072816,NA,468.9,54.9,NA,NA,354.7,337.2,285.6,12,66.5,NA,NA,NA,NA,NA,NA,NA,50.1996,49.7942,NA,NA,NA,29,NA,NA,52.4,808,27.9,51.3,32.5,641.9,361.7,63.1,36.7,8,10,11,840.5,NA,65700,7.6,441.9,1774.5,NA,NA,995.7136,11.1818000000001,308.5101,1717.8338,41.3,1303.215,1259.1304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.78,-1.15,14.28,14.81,14.73,14.73,14.82,0.9,14.54,14.43,1.24,14.22,1.33,1733.2,1424.6899,-0.390000000000001,0.15
1982-03-01,1982,"March","Mar 82",987,1,94.7,6.88487584650115,NA,3312.74866666667,NA,3312.74866666667,NA,2.10941,0.39567,-0.42544,90434,NA,1870.2,9,523350,556500,3655500,NA,NA,NA,NA,7.75,2734.7,6201.39,2380.6,5398.9,2024.1,6.36922591833515,NA,474.4,55.8,NA,NA,354.1,338.2,287.5,12.1,62,NA,NA,NA,NA,NA,NA,NA,49.959,49.459,NA,NA,NA,36,NA,NA,81,891,44,78.2,51.8,645.7,368.5,73,43.6,10,13,12,1057.3,NA,67200,8.2,442.7,1786.5,NA,NA,1002.4971,6.7835,309.4194,1729.2536,39.2,1311.3757,1269.7557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.68,-0.0199999999999996,13.31,13.83,13.95,14.13,14.19,0.619999999999999,13.98,13.86,0.74,13.53,1.5,1747.3,1437.8806,-0.33,0.549999999999999
1982-04-01,1982,"April","Apr 82",988,1,95,6.62177328843996,3331.972,3331.972,7328.912,3331.972,NA,2.20841,0.41512,0.0310000000000001,90150,NA,1872.6,9.3,545450,587000,3864500,NA,NA,49.717,49.717,7.77,2755.1,6244.64,2405.5,5452.7,2026.3,6.40096618357486,NA,482.8,56.8,10.515989,4.936303,349.6,343.6,308.8,12.8,65.5,183.28,NA,NA,NA,NA,593.621,877.104,48.7326,49.0072,490.069,107.717,NA,32,NA,NA,82.7,888,46.6,84.1,55.8,652.1,376.6,74.9,46,7,12,13,877.2,NA,70200,8.6,447.1,1803.9,3071779,2585961,1012.5018,10.0047,313.7707,1737.278,39.6,1325.9952,1276.9826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94,-0.780000000000001,13.34,13.87,13.98,14.18,14.2,0.0499999999999989,14,13.87,0.19,13.37,1.73,1764.3,1450.5293,-0.33,0.529999999999999
1982-05-01,1982,"May","May 82",989,1,95.9,6.9119286510591,NA,3343.422,NA,3343.422,NA,2.4409,0.06331,0.51409,90107,NA,1887.6,9.4,490140,583800,3991800,NA,NA,NA,NA,7.84,2771.4,6244.365,2409.8,5430.3,2044.5,6.82934475911798,NA,486.3,57.6,NA,NA,361.6,344.8,294,12.2,67.5,NA,NA,NA,NA,NA,NA,NA,48.3379,48.6784,NA,NA,NA,36,NA,NA,82.2,953,45.8,98.8,58.9,665,381.4,85.5,53.7,9,14,13,1020.2,NA,69300,9.1,446.7,1815.4,NA,NA,1020.7636,8.26179999999999,313.9947,1750.6481,39.5,1333.7072,1287.0705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.45,-4.07,12.71,13.13,13.34,13.77,13.78,-1.68,13.75,13.62,-0.48,13.24,1.87,1775.9,1461.9053,-0.16,0.909999999999998
1982-06-01,1982,"June","Jun 82",990,1,97,7.18232044198894,NA,3354.872,NA,3354.872,NA,2.81285,-0.28616,0.84233,89865,NA,1892.9,9.6,509000,599500,4094250,NA,NA,NA,NA,7.85,2782.1,6223.394,2414.1,5400.9,2048.1,5.87231842853451,NA,488.3,58.3,NA,NA,368,348.2,293.9,12.2,65.7,NA,NA,NA,NA,NA,NA,NA,49.1503,48.5529,NA,NA,NA,34,NA,NA,89.4,913,50.6,91.1,63.5,669,392.1,85.2,51.1,10,12,13,868.4,NA,69300,9.6,447.5,1826,NA,NA,1027.2817,6.5181,315.3296,1763.1448,39.6,1342.2707,1296.2065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.15,-4.95,13.08,13.76,14.07,14.48,14.47,-0.0399999999999991,14.43,14.3,0.83,13.92,2.07,1786.4,1471.0704,-0.17,1.22
1982-07-01,1982,"July","Jul 82",991,1,97.5,6.55737704918034,3366.322,3366.322,7300.896,3366.322,NA,2.95345,-0.5349,0.84404,89521,NA,1900.2,9.8,602300,576000,4101400,NA,NA,49.815,49.815,7.9,2798.8,6223.874,2450.6,5450.4,2072.2,6.69893414345295,NA,485.7,58.9,10.418289,4.894283,348.2,359.5,305.5,12.5,65.4,178.589,NA,NA,NA,NA,592.954,869.067,47.3147,48.3859,478.723,108.433,NA,31,NA,NA,92.2,1044,46.8,106.8,61.4,687.6,393.3,85.6,58.5,7,12,11,827.4,NA,70900,9.5,448,1831.5,3112027,2697854,1032.3739,5.09220000000005,316.778,1775.18,40,1348.9529,1306.9454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.59,-6.45,11.86,12.8,13.24,14,13.8,-1.55,14.07,13.95,-0.33,13.55,2.23,1791.5,1474.722,0.149999999999999,2.09
1982-08-01,1982,"August","Aug 82",992,1,97.7,5.9652928416486,NA,3378.40166666667,NA,3378.40166666667,NA,3.11233,-0.2318,0.90392,89363,NA,1907.6,9.8,529575,629500,4260250,NA,NA,NA,NA,7.94,2813,6236.193,2462.2,5459.3,2080.1,5.7713820807485,NA,486.2,59.6,NA,NA,350.8,361.1,308.4,12.5,65.4,NA,NA,NA,NA,NA,NA,NA,48.0167,47.9495,NA,NA,NA,36,NA,NA,82.4,926,47.6,96,62,691.3,396.2,90.2,57.5,10,13,13,794,NA,70100,9.8,451.4,1845.2,NA,NA,1036.7997,4.42579999999998,318.5358,1794.9202,40.2,1354.1656,1318.4221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.12,-7.7,9,10.51,11.43,12.62,12.32,-3.96,13,13.06,-1.88,12.77,2.37,1805,1486.4642,0.74,4.06
1982-09-01,1982,"September","Sep 82",993,1,97.7,4.94092373791624,NA,3390.48133333333,NA,3390.48133333333,NA,3.40179,0.34692,0.96089,89183,NA,1906.5,10.1,524950,660750,4452750,NA,NA,NA,NA,7.94,2819.6,6233.608,2468.2,5457.7,2104.6,7.07707962350546,NA,486.6,60.3,NA,NA,351.4,365.9,289.2,11.7,69.3,NA,NA,NA,NA,NA,NA,NA,48.2286,47.8258,NA,NA,NA,39,NA,NA,101.2,1042,52.4,106.4,63.3,711.9,403.7,84,54.8,10,16,12,891.1,NA,67800,10,456.9,1858.4,NA,NA,1042.781,5.98129999999992,321.0585,1807.6006,40,1363.4187,1333.4395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31,-5.56,8.19,9.83,10.85,12.03,11.78,-4.68,12.25,12.34,-2.98,12.07,2.5,1818.4,1497.3415,0.56,4.15
1982-10-01,1982,"October","Oct 82",994,1,98.1,5.03211991434689,3402.561,3402.561,7303.817,3402.561,NA,2.69686,-0.13407,-0.11599,88907,NA,1910.7,10.4,579680,652400,4639600,NA,NA,50.253,50.253,7.96,2833.7,6229.736,2479.6,5452.2,2125.8,8.24380060084526,NA,485.1,61,10.383283,4.877726,354.1,370.9,278.5,11.2,73.4,172.4,NA,NA,NA,NA,549.242,801.889,47.7769,47.3656,471.521,117.54,NA,40,NA,NA,99.7,1149,55.5,110.5,66.3,717.3,403.8,102.2,63.8,10,16,14,840.9,NA,69700,9.7,464.5,1869.7,3174202,2813607,1049.0078,6.22680000000014,325.0926,1823.6237,40.6,1374.0792,1342.8212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.71,-5.37,7.97,8.63,9.32,10.62,10.19,-5.35,10.8,10.91,-4.24,11.17,2.47,1829.1,1504.0074,0.720000000000001,2.94
1982-11-01,1982,"November","Nov 82",995,1,98,4.47761194029852,NA,3426.17833333333,NA,3426.17833333333,NA,1.40496,-1.12989,-1.54849,88786,NA,1915.8,10.8,594000,594250,4601000,NA,NA,NA,NA,7.98,2853.2,6253.827,2497,5474.3,2149.3,9.06830406982646,NA,486.1,61.8,NA,NA,356.2,381,271.6,10.9,72.1,NA,NA,NA,NA,NA,NA,NA,47.0555,47.2148,NA,NA,NA,39,NA,NA,93.2,1229,54.8,108.9,66,731.6,408.1,93.6,60.7,10,15,13,971.5,NA,73500,9.8,471.5,1883.7,NA,NA,1047.5776,-1.43020000000001,326.9128,1826.7053,41.2,1374.7862,1349.2732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,-4.11,8.35,8.8,9.16,9.98,9.8,-3.08,10.38,10.55,-2.84,10.54,2.5,1842.5,1515.5872,0.75,2.2
1982-12-01,1982,"December","Dec 82",996,0,97.7,3.82571732199788,NA,3449.79566666667,NA,3449.79566666667,NA,0.73598,-1.44143,-2.37635,88771,NA,1928,10.8,649800,523750,4400000,NA,NA,NA,NA,8.01,2872.4,6286.221,2513,5500.9,2161.6,8.68865647626709,NA,487.9,62.6,NA,NA,359.4,381.8,274.3,10.9,71.9,NA,NA,NA,NA,NA,NA,NA,46.4528,46.8797,NA,NA,NA,33,NA,NA,96.5,1351,48.9,82.9,51.8,720,399.7,95.7,61.8,8,13,12,839.3,NA,71700,9,474.8,1905.9,NA,NA,1048.6804,1.10279999999989,332.6116,1838.7359,41.9,1380.9243,1363.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,-3.42,8.2,8.59,8.91,9.88,9.66,-3.63,10.22,10.54,-3.18,10.54,2.43,1864,1531.3884,0.879999999999999,2.34
1983-01-01,1983,"January","Jan 83",997,0,97.9,3.70762711864407,3473.413,3473.413,7400.066,3473.413,NA,0.34894,-1.57787,-3.05285,88990,NA,1944.9,10.4,748720,501000,3919000,NA,NA,50.936,50.936,8.06,2882.6,6279.297,2533.5,5520,2174,8.85784387361674,NA,492.7,63.7,10.345889,4.849154,349.1,377.5,281.8,11.1,70.4,173.982,NA,NA,NA,NA,565.52,829.672,47.7209,47.7491,462.106,138.473,NA,44,NA,NA,83.7,1426,48.5,91.3,56.3,728.1,401.4,81.9,54,13,17,14,789.3,NA,73500,9.3,477.2,1959.4,3192968,2903726,1053.9144,5.23399999999992,339.1155,1857.6797,41.9,1392.2751,1380.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68,-4.54,8.12,8.33,8.62,9.64,9.33,-5.24,10.03,10.46,-4.13,10.63,2.2,1917.5,1578.3845,1.13,2.34
1983-02-01,1983,"February","Feb 83",998,0,98,3.48468848996832,NA,3508.558,NA,3508.558,NA,0.10174,-1.86878,-2.59512,88917,NA,1941.7,10.4,518575,488750,3859250,NA,NA,NA,NA,8.09,2889.6,6283.89,2538.9,5522.6,2177,7.70829210370076,NA,495.6,64.5,NA,NA,350.7,380.1,283.3,11.2,74.6,NA,NA,NA,NA,NA,NA,NA,47.8706,47.4548,NA,NA,NA,46,NA,NA,93.4,1471,50.9,96.3,60.4,745.7,413.5,77.3,47.6,15,18,13,821.6,NA,73800,9.9,484.3,1996.8,NA,NA,1055.6946,1.78020000000015,344.6388,1860.4734,39.8,1399.6345,1391.9238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51,-6.27,8.39,8.65,8.92,9.91,9.64,-5.18,10.26,10.72,-3.71,10.88,1.87,1957,1612.3612,1.08,2.33
1983-03-01,1983,"March","Mar 83",999,0,98.1,3.59028511087645,NA,3543.703,NA,3543.703,NA,0.02745,-2.08196,-1.37751,89090,NA,1955,10.3,451675,480250,3767500,NA,NA,NA,NA,8.1,2907.3,6314.258,2554.4,5549.2,2202.8,8.82861518699671,NA,499,65.2,NA,NA,352.9,384.6,272.3,10.7,80.8,NA,NA,NA,NA,NA,NA,NA,48.3905,47.8516,NA,NA,NA,57,NA,NA,135.5,1475,79.2,134.6,86.2,789.2,441.2,87.7,56.7,18,23,16,1102,NA,72500,9.5,490.6,2015.2,NA,NA,1061.0021,5.30749999999989,353.4422,1871.5735,38,1414.2811,1407.0444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77,-5.91,8.66,8.86,9.04,9.84,9.66,-4.53,10.08,10.51,-3.35,10.63,1.53,1977.2,1623.7578,0.85,1.85
1983-04-01,1983,"April","Apr 83",1000,0,98.8,4,3578.848,3578.848,7568.456,3578.848,NA,-0.03045,-2.23886,-0.76643,89364,NA,1969.5,10.2,445740,496000,3760200,NA,NA,52.051,52.051,8.13,2922.9,6319.274,2571.6,5561.3,2226.4,9.87514188422247,NA,499.5,65.7,10.37106,4.848131,351.2,384.6,264.8,10.3,89.1,193.299,NA,NA,NA,NA,613.783,903.148,48.2885,48.4511,466.455,155,NA,59,NA,NA,138.8,1566,81.6,135.8,93.2,832.3,469.9,90.9,63.4,20,23,16,1012.3,NA,74700,8.4,493.2,2028.6,3278029,3014148,1064.178,3.17590000000018,362.8624,1878.585,38.7,1426.9813,1412.3875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,-6.14,8.51,8.78,8.98,9.76,9.57,-4.63,10.02,10.4,-3.47,10.48,1.23,1989.9,1627.0376,0.83,1.89
1983-05-01,1983,"May","May 83",1001,0,99.2,3.44108446298228,NA,3615.625,NA,3615.625,NA,-0.17161,-2.61251,-0.52055,89644,NA,1987.2,10.1,393375,468000,3624250,NA,NA,NA,NA,8.17,2946.1,6351.636,2584.1,5572.5,2245.9,9.85081927121545,NA,504.3,66.3,NA,NA,362.1,388.9,257,9.9,93.3,NA,NA,NA,NA,NA,NA,NA,48.4201,48.7542,NA,NA,NA,64,NA,NA,150.7,1669,93,174.9,114.9,900.5,518.4,105.8,65.7,19,28,17,1109.9,NA,74500,7.4,500,2043.1,NA,NA,1068.0764,3.89839999999981,370.3411,1887.4557,38.3,1436.76,1420.8587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63,-5.82,8.5,8.7,8.9,9.66,9.49,-4.29,10.03,10.38,-3.24,10.53,0.97,2004.8,1634.4589,0.890000000000001,1.88
1983-06-01,1983,"June","Jun 83",1002,0,99.4,2.47422680412372,NA,3652.402,NA,3652.402,NA,-0.20135,-3.0142,-0.30309,90021,NA,2002.2,10.1,373475,444250,3455500,NA,NA,NA,NA,8.19,2961.2,6360.3,2595.8,5576.8,2276,11.127386358088,NA,510.1,67,NA,NA,365.4,387.2,237.8,9.2,92.2,NA,NA,NA,NA,NA,NA,NA,49.755,49.0496,NA,NA,NA,59,NA,NA,173.2,1769,101.2,173.2,114.2,948,546,122.6,83.4,16,26,16,1205.4,NA,75800,6.9,504,2053.5,NA,NA,1075.8975,7.82110000000011,379.566,1903.7068,38.4,1455.0155,1431.4637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.98,-5.17,9.14,9.44,9.66,10.32,10.18,-4.29,10.63,10.85,-3.45,10.93,0.7,2015.1,1635.534,0.67,1.71
1983-07-01,1983,"July","Jul 83",1003,0,99.8,2.35897435897436,3689.179,3689.179,7719.746,3689.179,NA,-0.13062,-3.08407,-0.15807,90437,NA,2020.3,9.4,424080,408000,3189600,NA,NA,52.176,52.176,8.22,2986.3,6378.268,2643.2,5647,2304.4,11.2054820963228,NA,520.5,67.8,10.377321,4.852345,343.1,382.6,255.6,9.7,92.8,204.717,NA,NA,NA,NA,652.269,959.692,48.713,49.7773,485.371,171.101,NA,51,NA,NA,148.6,1795,82.3,161.6,100.4,987.3,561.6,119.6,83.2,13,22,16,1051.7,NA,75200,5.4,507.8,2064.8,3373992,3129719,1085.7503,9.85279999999989,381.5555,1928.4618,38.9,1466.2399,1440.4972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.37,-3.22,9.45,9.85,10.2,10.9,10.69,-3.11,11.21,11.38,-2.57,11.4,0.27,2025.9,1644.3445,0.690000000000001,1.93
